"","month","year","damagecause","county","state","commodity","count"
"15499","JUL",2014,"Drought","Lewis","ID","DRY PEAS",1
"15500","JUN",2014,"Drought","Lewis","ID","DRY PEAS",2
"15501","MAY",2014,"Drought","Lewis","ID","DRY PEAS",1
"15502","AUG",2015,"Drought","Lewis","ID","DRY PEAS",1
"15503","JUL",2015,"Drought","Lewis","ID","DRY PEAS",4
"15504","JUN",2015,"Drought","Lewis","ID","DRY PEAS",4
"15505","MAY",2015,"Drought","Lewis","ID","DRY PEAS",1
"15506","AUG",1989,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15507","MAY",1989,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15508","OCT",1989,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15509","SEP",1989,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15510","MAY",1990,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",2
"15511","JUN",1991,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15512","MAY",1991,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15513","SEP",1991,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15514","MAY",1992,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15515","AUG",1993,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15516","SEP",1993,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15517","AUG",1995,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15518","JUN",1995,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15519","MAY",1996,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15520","JUL",1997,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15521","OCT",1997,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15522","AUG",1998,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15523","JUL",1998,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15524","JUN",1998,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",2
"15525","MAY",1998,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15526","OCT",1998,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15527","MAY",1999,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15528","MAY",2000,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",2
"15529","APR",2001,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15530","MAY",2001,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15531","AUG",2002,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15532","JUL",2002,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15533","SEP",2002,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15534","MAY",2003,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15535","APR",2004,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",2
"15536","AUG",2004,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15537","JUN",2004,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",2
"15538","MAY",2004,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",2
"15539","OCT",2004,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15540","SEP",2004,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15541","APR",2005,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15542","JUN",2005,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",2
"15543","MAY",2005,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",4
"15544","JUN",2006,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",2
"15545","MAY",2006,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15546","AUG",2007,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15547","APR",2008,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15548","AUG",2008,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15549","JUL",2008,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",2
"15550","MAY",2008,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15551","APR",2009,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15552","AUG",2009,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15553","MAY",2009,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",2
"15554","SEP",2009,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15555","APR",2010,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",2
"15556","JUN",2010,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",2
"15557","MAY",2010,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",3
"15558","SEP",2010,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15559","APR",2011,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",3
"15560","JUN",2011,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15561","MAY",2011,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",3
"15562","APR",2014,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15563","AUG",2014,"Excess Moisture/Precip/Rain","Lewis","ID","DRY PEAS",1
"15564","AUG",2015,"Fire","Lewis","ID","DRY PEAS",2
"15565","MAY",2012,"Flood","Lewis","ID","DRY PEAS",2
"15566","SEP",1993,"Freeze","Lewis","ID","DRY PEAS",1
"15567","DEC",1999,"Freeze","Lewis","ID","DRY PEAS",1
"15568","MAR",1999,"Freeze","Lewis","ID","DRY PEAS",2
"15569","JUN",2007,"Freeze","Lewis","ID","DRY PEAS",1
"15570","MAY",1992,"Frost","Lewis","ID","DRY PEAS",1
"15571","AUG",1993,"Frost","Lewis","ID","DRY PEAS",2
"15572","SEP",1993,"Frost","Lewis","ID","DRY PEAS",2
"15573","MAY",2005,"Frost","Lewis","ID","DRY PEAS",1
"15574","JUN",2007,"Frost","Lewis","ID","DRY PEAS",1
"15575","JUL",2008,"Frost","Lewis","ID","DRY PEAS",1
"15576","AUG",1989,"Hail","Lewis","ID","DRY PEAS",1
"15577","MAY",1990,"Hail","Lewis","ID","DRY PEAS",1
"15578","AUG",1993,"Hail","Lewis","ID","DRY PEAS",1
"15579","JUN",1994,"Hail","Lewis","ID","DRY PEAS",2
"15580","JUL",1997,"Hail","Lewis","ID","DRY PEAS",2
"15581","MAY",1997,"Hail","Lewis","ID","DRY PEAS",1
"15582","OCT",1997,"Hail","Lewis","ID","DRY PEAS",1
"15583","JUL",1998,"Hail","Lewis","ID","DRY PEAS",1
"15584","AUG",1999,"Hail","Lewis","ID","DRY PEAS",1
"15585","JUL",2000,"Hail","Lewis","ID","DRY PEAS",1
"15586","AUG",2003,"Hail","Lewis","ID","DRY PEAS",1
"15587","AUG",2004,"Hail","Lewis","ID","DRY PEAS",1
"15588","JUL",2010,"Hail","Lewis","ID","DRY PEAS",1
"15589","JUL",2012,"Hail","Lewis","ID","DRY PEAS",1
"15590","AUG",2014,"Hail","Lewis","ID","DRY PEAS",3
"15591","JUL",2014,"Hail","Lewis","ID","DRY PEAS",1
"15592","JUN",2015,"Hail","Lewis","ID","DRY PEAS",4
"15593","JUL",1990,"Heat","Lewis","ID","DRY PEAS",1
"15594","AUG",1994,"Heat","Lewis","ID","DRY PEAS",1
"15595","JUL",1994,"Heat","Lewis","ID","DRY PEAS",1
"15596","JUN",1994,"Heat","Lewis","ID","DRY PEAS",1
"15597","AUG",1996,"Heat","Lewis","ID","DRY PEAS",1
"15598","JUL",1996,"Heat","Lewis","ID","DRY PEAS",1
"15599","JUN",1996,"Heat","Lewis","ID","DRY PEAS",1
"15600","JUL",1998,"Heat","Lewis","ID","DRY PEAS",2
"15601","JUN",1998,"Heat","Lewis","ID","DRY PEAS",1
"15602","SEP",1998,"Heat","Lewis","ID","DRY PEAS",1
"15603","JUL",1999,"Heat","Lewis","ID","DRY PEAS",1
"15604","NOV",1999,"Heat","Lewis","ID","DRY PEAS",1
"15605","JUL",2000,"Heat","Lewis","ID","DRY PEAS",1
"15606","SEP",2001,"Heat","Lewis","ID","DRY PEAS",1
"15607","JUL",2002,"Heat","Lewis","ID","DRY PEAS",1
"15608","JUN",2002,"Heat","Lewis","ID","DRY PEAS",1
"15609","AUG",2003,"Heat","Lewis","ID","DRY PEAS",1
"15610","JUL",2003,"Heat","Lewis","ID","DRY PEAS",1
"15611","JUL",2005,"Heat","Lewis","ID","DRY PEAS",3
"15612","JUN",2005,"Heat","Lewis","ID","DRY PEAS",1
"15613","JUL",2006,"Heat","Lewis","ID","DRY PEAS",2
"15614","JUN",2006,"Heat","Lewis","ID","DRY PEAS",1
"15615","JUL",2007,"Heat","Lewis","ID","DRY PEAS",1
"15616","JUN",2007,"Heat","Lewis","ID","DRY PEAS",1
"15617","JUL",2008,"Heat","Lewis","ID","DRY PEAS",1
"15618","JUN",2008,"Heat","Lewis","ID","DRY PEAS",1
"15619","AUG",2009,"Heat","Lewis","ID","DRY PEAS",1
"15620","JUL",2009,"Heat","Lewis","ID","DRY PEAS",1
"15621","JUN",2009,"Heat","Lewis","ID","DRY PEAS",1
"15622","AUG",2010,"Heat","Lewis","ID","DRY PEAS",1
"15623","JUL",2010,"Heat","Lewis","ID","DRY PEAS",1
"15624","AUG",2012,"Heat","Lewis","ID","DRY PEAS",1
"15625","JUL",2012,"Heat","Lewis","ID","DRY PEAS",1
"15626","JUL",2013,"Heat","Lewis","ID","DRY PEAS",1
"15627","JUL",2014,"Heat","Lewis","ID","DRY PEAS",1
"15628","JUL",2015,"Heat","Lewis","ID","DRY PEAS",2
"15629","JUN",2015,"Heat","Lewis","ID","DRY PEAS",2
"15630","JUN",1999,"Insects","Lewis","ID","DRY PEAS",1
"15631","JUL",2005,"Insects","Lewis","ID","DRY PEAS",2
"15632","JUN",2005,"Insects","Lewis","ID","DRY PEAS",2
"15633","OCT",2004,"Other (Snow-Lightning-Etc.)","Lewis","ID","DRY PEAS",1
"15634","JUN",2010,"Other (Snow-Lightning-Etc.)","Lewis","ID","DRY PEAS",1
"15635","SEP",2012,"Other (Snow-Lightning-Etc.)","Lewis","ID","DRY PEAS",1
"15636","AUG",1998,"Plant Disease","Lewis","ID","DRY PEAS",1
"15637","DEC",1998,"Plant Disease","Lewis","ID","DRY PEAS",1
"15638","JUL",1998,"Plant Disease","Lewis","ID","DRY PEAS",2
"15639","JUN",1999,"Plant Disease","Lewis","ID","DRY PEAS",1
"15640","MAY",1999,"Plant Disease","Lewis","ID","DRY PEAS",1
"15641","JUL",2001,"Plant Disease","Lewis","ID","DRY PEAS",1
"15642","JUN",2002,"Plant Disease","Lewis","ID","DRY PEAS",2
"15643","JUN",2003,"Plant Disease","Lewis","ID","DRY PEAS",1
"15644","MAY",2006,"Plant Disease","Lewis","ID","DRY PEAS",1
"15645","AUG",2008,"Plant Disease","Lewis","ID","DRY PEAS",1
"15646","JUL",2008,"Plant Disease","Lewis","ID","DRY PEAS",1
"15647","JUN",2009,"Plant Disease","Lewis","ID","DRY PEAS",1
"15648","JUN",1999,"Wildlife","Lewis","ID","DRY PEAS",1
"15649","JUN",2001,"Wildlife","Lewis","ID","DRY PEAS",1
"15650","AUG",2004,"Wildlife","Lewis","ID","DRY PEAS",1
"15651","JUL",2013,"Wildlife","Lewis","ID","DRY PEAS",1
"15661","JUL",1993,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15662","APR",1996,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15663","JUN",1996,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",2
"15664","MAY",1996,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",2
"15665","APR",1997,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15666","JUN",1997,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15667","JUN",1998,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",2
"15668","APR",1999,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15669","JUN",1999,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15670","APR",2000,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15671","MAY",2005,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15672","APR",2010,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15673","AUG",2010,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15674","JUN",2010,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15675","MAR",2010,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15676","MAY",2010,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",2
"15677","SEP",2010,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15678","MAY",2011,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15679","JUN",2012,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15680","MAY",2012,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15681","JUN",2014,"Cold Wet Weather","Nez Perce","ID","DRY PEAS",1
"15682","JUL",1992,"Cold Winter","Nez Perce","ID","DRY PEAS",1
"15683","DEC",2010,"Cold Winter","Nez Perce","ID","DRY PEAS",2
"15684","JAN",2010,"Cold Winter","Nez Perce","ID","DRY PEAS",2
"15685","APR",2015,"Cold Winter","Nez Perce","ID","DRY PEAS",1
"15686","MAR",2015,"Cold Winter","Nez Perce","ID","DRY PEAS",1
"15687","DEC",2013,"Decline in Price","Nez Perce","ID","DRY PEAS",1
"15688","OCT",2013,"Decline in Price","Nez Perce","ID","DRY PEAS",1
"15689","SEP",2013,"Decline in Price","Nez Perce","ID","DRY PEAS",1
"15690","AUG",2014,"Decline in Price","Nez Perce","ID","DRY PEAS",1
"15691","DEC",2014,"Decline in Price","Nez Perce","ID","DRY PEAS",1
"15692","JAN",2014,"Decline in Price","Nez Perce","ID","DRY PEAS",1
"15693","JUL",2014,"Decline in Price","Nez Perce","ID","DRY PEAS",1
"15694","OCT",2014,"Decline in Price","Nez Perce","ID","DRY PEAS",1
"15695","DEC",2015,"Decline in Price","Nez Perce","ID","DRY PEAS",1
"15696","JUN",1989,"Drought","Nez Perce","ID","DRY PEAS",1
"15697","JUN",1991,"Drought","Nez Perce","ID","DRY PEAS",1
"15698","SEP",1991,"Drought","Nez Perce","ID","DRY PEAS",1
"15699","APR",1992,"Drought","Nez Perce","ID","DRY PEAS",1
"15700","JUL",1992,"Drought","Nez Perce","ID","DRY PEAS",1
"15701","JUN",1992,"Drought","Nez Perce","ID","DRY PEAS",2
"15702","MAY",1992,"Drought","Nez Perce","ID","DRY PEAS",3
"15703","JUL",1994,"Drought","Nez Perce","ID","DRY PEAS",1
"15704","JUN",1994,"Drought","Nez Perce","ID","DRY PEAS",1
"15705","MAY",1994,"Drought","Nez Perce","ID","DRY PEAS",1
"15706","SEP",1994,"Drought","Nez Perce","ID","DRY PEAS",1
"15707","AUG",1996,"Drought","Nez Perce","ID","DRY PEAS",1
"15708","JUL",1996,"Drought","Nez Perce","ID","DRY PEAS",1
"15709","JUN",1996,"Drought","Nez Perce","ID","DRY PEAS",1
"15710","MAY",1996,"Drought","Nez Perce","ID","DRY PEAS",1
"15711","AUG",1999,"Drought","Nez Perce","ID","DRY PEAS",1
"15712","JUL",1999,"Drought","Nez Perce","ID","DRY PEAS",1
"15713","JUN",1999,"Drought","Nez Perce","ID","DRY PEAS",1
"15714","NOV",2000,"Drought","Nez Perce","ID","DRY PEAS",1
"15715","OCT",2000,"Drought","Nez Perce","ID","DRY PEAS",2
"15716","AUG",2001,"Drought","Nez Perce","ID","DRY PEAS",1
"15717","JUL",2001,"Drought","Nez Perce","ID","DRY PEAS",1
"15718","JUN",2001,"Drought","Nez Perce","ID","DRY PEAS",1
"15719","OCT",2001,"Drought","Nez Perce","ID","DRY PEAS",1
"15720","JUL",2002,"Drought","Nez Perce","ID","DRY PEAS",1
"15721","JUN",2002,"Drought","Nez Perce","ID","DRY PEAS",1
"15722","AUG",2003,"Drought","Nez Perce","ID","DRY PEAS",1
"15723","JUL",2003,"Drought","Nez Perce","ID","DRY PEAS",2
"15724","JUN",2003,"Drought","Nez Perce","ID","DRY PEAS",1
"15725","MAY",2003,"Drought","Nez Perce","ID","DRY PEAS",1
"15726","SEP",2003,"Drought","Nez Perce","ID","DRY PEAS",1
"15727","AUG",2005,"Drought","Nez Perce","ID","DRY PEAS",1
"15728","JUL",2005,"Drought","Nez Perce","ID","DRY PEAS",2
"15729","JUN",2005,"Drought","Nez Perce","ID","DRY PEAS",2
"15730","MAY",2005,"Drought","Nez Perce","ID","DRY PEAS",1
"15731","JUL",2006,"Drought","Nez Perce","ID","DRY PEAS",1
"15732","JUN",2006,"Drought","Nez Perce","ID","DRY PEAS",1
"15733","AUG",2007,"Drought","Nez Perce","ID","DRY PEAS",1
"15734","JUL",2007,"Drought","Nez Perce","ID","DRY PEAS",1
"15735","JUN",2007,"Drought","Nez Perce","ID","DRY PEAS",1
"15736","MAY",2007,"Drought","Nez Perce","ID","DRY PEAS",1
"15737","APR",2008,"Drought","Nez Perce","ID","DRY PEAS",1
"15738","AUG",2008,"Drought","Nez Perce","ID","DRY PEAS",1
"15739","JUL",2008,"Drought","Nez Perce","ID","DRY PEAS",2
"15740","JUN",2008,"Drought","Nez Perce","ID","DRY PEAS",1
"15741","MAY",2008,"Drought","Nez Perce","ID","DRY PEAS",2
"15742","SEP",2008,"Drought","Nez Perce","ID","DRY PEAS",1
"15743","JUL",2009,"Drought","Nez Perce","ID","DRY PEAS",1
"15744","JUN",2009,"Drought","Nez Perce","ID","DRY PEAS",1
"15745","MAY",2009,"Drought","Nez Perce","ID","DRY PEAS",2
"15746","OCT",2010,"Drought","Nez Perce","ID","DRY PEAS",1
"15747","JUL",2013,"Drought","Nez Perce","ID","DRY PEAS",1
"15748","JUN",2013,"Drought","Nez Perce","ID","DRY PEAS",1
"15749","JUL",2014,"Drought","Nez Perce","ID","DRY PEAS",2
"15750","JUN",2014,"Drought","Nez Perce","ID","DRY PEAS",2
"15751","MAY",2014,"Drought","Nez Perce","ID","DRY PEAS",3
"15752","APR",2015,"Drought","Nez Perce","ID","DRY PEAS",2
"15753","AUG",2015,"Drought","Nez Perce","ID","DRY PEAS",1
"15754","JUL",2015,"Drought","Nez Perce","ID","DRY PEAS",2
"15755","JUN",2015,"Drought","Nez Perce","ID","DRY PEAS",3
"15756","OCT",2015,"Drought","Nez Perce","ID","DRY PEAS",1
"15757","SEP",2015,"Drought","Nez Perce","ID","DRY PEAS",1
"15758","MAY",1989,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15759","OCT",1989,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15760","JUN",1990,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15761","MAY",1990,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",3
"15762","OCT",1990,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15763","SEP",1990,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15764","MAY",1991,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15765","JUL",1992,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15766","JUN",1993,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15767","SEP",1993,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15768","JUL",1995,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15769","JUN",1995,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15770","MAY",1995,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15771","OCT",1995,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15772","SEP",1995,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15773","APR",1996,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15774","JUN",1996,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15775","MAY",1996,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15776","JUN",1998,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15777","MAY",1998,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15778","MAY",1999,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15779","AUG",2000,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15780","MAY",2001,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15781","AUG",2004,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15782","JUN",2004,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15783","MAY",2004,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15784","APR",2005,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15785","AUG",2005,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15786","JUL",2005,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15787","JUN",2005,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15788","MAY",2005,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",4
"15789","JUN",2006,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15790","MAY",2006,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",3
"15791","APR",2009,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15792","AUG",2009,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15793","MAY",2009,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15794","SEP",2009,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15795","APR",2010,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15796","JUL",2010,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15797","JUN",2010,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15798","MAY",2010,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",3
"15799","SEP",2010,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15800","APR",2011,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",3
"15801","JUL",2011,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15802","MAR",2011,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15803","MAY",2011,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15804","SEP",2011,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15805","APR",2012,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15806","MAY",2012,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",2
"15807","SEP",2013,"Excess Moisture/Precip/Rain","Nez Perce","ID","DRY PEAS",1
"15808","JUN",2015,"Flood","Nez Perce","ID","DRY PEAS",1
"15809","MAY",1992,"Freeze","Nez Perce","ID","DRY PEAS",1
"15810","DEC",2010,"Freeze","Nez Perce","ID","DRY PEAS",1
"15811","MAR",2014,"Freeze","Nez Perce","ID","DRY PEAS",1
"15812","MAY",2015,"Freeze","Nez Perce","ID","DRY PEAS",1
"15813","JUN",1992,"Frost","Nez Perce","ID","DRY PEAS",1
"15814","MAY",1992,"Frost","Nez Perce","ID","DRY PEAS",2
"15815","APR",1997,"Frost","Nez Perce","ID","DRY PEAS",1
"15816","JUL",1999,"Frost","Nez Perce","ID","DRY PEAS",1
"15817","JUN",2001,"Frost","Nez Perce","ID","DRY PEAS",1
"15818","JUN",2002,"Frost","Nez Perce","ID","DRY PEAS",1
"15819","MAY",2006,"Frost","Nez Perce","ID","DRY PEAS",2
"15820","JUL",2008,"Frost","Nez Perce","ID","DRY PEAS",1
"15821","JUL",1990,"Hail","Nez Perce","ID","DRY PEAS",1
"15822","JUN",1990,"Hail","Nez Perce","ID","DRY PEAS",1
"15823","MAY",1990,"Hail","Nez Perce","ID","DRY PEAS",3
"15824","OCT",1990,"Hail","Nez Perce","ID","DRY PEAS",1
"15825","SEP",1990,"Hail","Nez Perce","ID","DRY PEAS",2
"15826","JUN",1991,"Hail","Nez Perce","ID","DRY PEAS",3
"15827","SEP",1991,"Hail","Nez Perce","ID","DRY PEAS",1
"15828","JUN",1993,"Hail","Nez Perce","ID","DRY PEAS",1
"15829","AUG",1995,"Hail","Nez Perce","ID","DRY PEAS",2
"15830","JUL",1995,"Hail","Nez Perce","ID","DRY PEAS",2
"15831","SEP",1995,"Hail","Nez Perce","ID","DRY PEAS",1
"15832","JUL",1997,"Hail","Nez Perce","ID","DRY PEAS",1
"15833","MAY",1997,"Hail","Nez Perce","ID","DRY PEAS",1
"15834","SEP",1997,"Hail","Nez Perce","ID","DRY PEAS",1
"15835","JUL",1998,"Hail","Nez Perce","ID","DRY PEAS",1
"15836","JUN",1998,"Hail","Nez Perce","ID","DRY PEAS",1
"15837","MAY",1998,"Hail","Nez Perce","ID","DRY PEAS",1
"15838","AUG",1999,"Hail","Nez Perce","ID","DRY PEAS",1
"15839","AUG",2004,"Hail","Nez Perce","ID","DRY PEAS",1
"15840","JUN",2005,"Hail","Nez Perce","ID","DRY PEAS",1
"15841","MAY",2005,"Hail","Nez Perce","ID","DRY PEAS",2
"15842","AUG",2008,"Hail","Nez Perce","ID","DRY PEAS",1
"15843","MAY",2010,"Hail","Nez Perce","ID","DRY PEAS",1
"15844","JUL",2012,"Hail","Nez Perce","ID","DRY PEAS",1
"15845","JUN",2012,"Hail","Nez Perce","ID","DRY PEAS",1
"15846","AUG",2014,"Hail","Nez Perce","ID","DRY PEAS",1
"15847","JUL",2014,"Hail","Nez Perce","ID","DRY PEAS",2
"15848","JUL",2015,"Hail","Nez Perce","ID","DRY PEAS",1
"15849","JUN",2015,"Hail","Nez Perce","ID","DRY PEAS",2
"15850","MAY",2015,"Hail","Nez Perce","ID","DRY PEAS",3
"15851","JUN",1990,"Heat","Nez Perce","ID","DRY PEAS",1
"15852","MAY",1990,"Heat","Nez Perce","ID","DRY PEAS",1
"15853","OCT",1990,"Heat","Nez Perce","ID","DRY PEAS",2
"15854","SEP",1990,"Heat","Nez Perce","ID","DRY PEAS",1
"15855","OCT",1991,"Heat","Nez Perce","ID","DRY PEAS",1
"15856","JUL",1992,"Heat","Nez Perce","ID","DRY PEAS",1
"15857","JUN",1992,"Heat","Nez Perce","ID","DRY PEAS",1
"15858","JUL",1994,"Heat","Nez Perce","ID","DRY PEAS",1
"15859","AUG",1996,"Heat","Nez Perce","ID","DRY PEAS",1
"15860","JUL",1996,"Heat","Nez Perce","ID","DRY PEAS",2
"15861","JUN",1996,"Heat","Nez Perce","ID","DRY PEAS",2
