"","month","year","damagecause","county","state","commodity","loss","count","meanloss","acres","lossperacres"
"9520","AUG",2003,"Heat","Adams","WA","DRY PEAS",1083,1,1083,111.75,9.6913
"9521","JUN",2004,"Heat","Adams","WA","DRY PEAS",248,1,248,3.16,78.481
"9522","JUL",2014,"Heat","Adams","WA","DRY PEAS",5546,1,5546,125,44.368
"9523","JUL",2015,"Heat","Adams","WA","DRY PEAS",22301,1,22301,59.07,377.5351
"9524","JUN",2015,"Heat","Adams","WA","DRY PEAS",111145,2,55572.5,248.14,447.9125
"9525","MAY",2014,"Plant Disease","Adams","WA","DRY PEAS",20702.25,1,20702.25,66.75,310.1461
"9526","AUG",2014,"Wind/Excess Wind","Adams","WA","DRY PEAS",14822,1,14822,114.3,129.6763
"9527","JUN",2010,"Cold Wet Weather","Asotin","WA","DRY PEAS",10444.8,2,5222.4,126.78,82.3852
"9528","MAY",2001,"Drought","Asotin","WA","DRY PEAS",336,1,336,28.2,11.9149
"9529","AUG",2003,"Drought","Asotin","WA","DRY PEAS",5486,1,5486,305.4,17.9633
"9530","JUL",2005,"Drought","Asotin","WA","DRY PEAS",9407.4,1,9407.4,161.64,58.1997
"9531","MAY",2006,"Drought","Asotin","WA","DRY PEAS",656.8,1,656.8,43.8,14.9954
"9532","MAY",2007,"Drought","Asotin","WA","DRY PEAS",706,1,706,56.04,12.5981
"9533","MAY",2009,"Hail","Asotin","WA","DRY PEAS",5494,1,5494,104.6,52.5239
"9534","JUL",2014,"Hail","Asotin","WA","DRY PEAS",6849,1,6849,103.5,66.1739
"9535","APR",2006,"Heat","Asotin","WA","DRY PEAS",985.2,1,985.2,65.7,14.9954
"9536","JUN",2007,"Heat","Asotin","WA","DRY PEAS",1059,1,1059,84.06,12.5981
"9537","MAY",2009,"Heat","Asotin","WA","DRY PEAS",11907,1,11907,269.5,44.1818
"9538","JUL",2010,"Heat","Asotin","WA","DRY PEAS",6963.2,2,3481.6,84.52,82.3852
"9539","JUN",2005,"Insects","Asotin","WA","DRY PEAS",11872,1,11872,309.13,38.4046
"9540","JUN",2005,"Plant Disease","Asotin","WA","DRY PEAS",6271.6,1,6271.6,107.76,58.1997
"9541","APR",2007,"Plant Disease","Asotin","WA","DRY PEAS",15667,1,15667,141.3,110.8776
"9542","MAY",2003,"Wildlife","Asotin","WA","DRY PEAS",6185,1,6185,274.2,22.5565
"9543","MAY",2011,"Cold Wet Weather","Columbia","WA","DRY PEAS",20356,1,20356,637.31,31.9405
"9544","MAY",2009,"Cold Winter","Columbia","WA","DRY PEAS",19338,1,19338,274.58,70.4276
"9545","DEC",2013,"Decline in Price","Columbia","WA","DRY PEAS",36998.5,2,18499.25,645.59,57.3096
"9546","JAN",2013,"Decline in Price","Columbia","WA","DRY PEAS",2696,1,2696,94.72,28.4628
"9547","JUN",2013,"Decline in Price","Columbia","WA","DRY PEAS",647.78,1,647.78,23.1476,27.9848
"9548","NOV",2013,"Decline in Price","Columbia","WA","DRY PEAS",13684,1,13684,203.4,67.2763
"9549","OCT",2013,"Decline in Price","Columbia","WA","DRY PEAS",63865.2,1,63865.2,864.158,73.9045
"9550","SEP",2013,"Decline in Price","Columbia","WA","DRY PEAS",3562,1,3562,194.67,18.2976
"9551","AUG",2014,"Decline in Price","Columbia","WA","DRY PEAS",129,1,129,9.9,13.0303
"9552","DEC",2014,"Decline in Price","Columbia","WA","DRY PEAS",51054.5,2,25527.25,2190.98,23.3021
"9553","JUL",2014,"Decline in Price","Columbia","WA","DRY PEAS",18171.94,1,18171.94,618.7504,29.3688
"9554","JUN",2014,"Decline in Price","Columbia","WA","DRY PEAS",189.64,1,189.64,2.9362,64.5869
"9555","DEC",2015,"Decline in Price","Columbia","WA","DRY PEAS",21673.52,1,21673.52,348.131,62.2568
"9556","JUL",2015,"Decline in Price","Columbia","WA","DRY PEAS",15389,1,15389,395.48,38.9122
"9557","SEP",2015,"Decline in Price","Columbia","WA","DRY PEAS",26611.5,1,26611.5,200,133.0575
"9558","JUN",2002,"Drought","Columbia","WA","DRY PEAS",829.4,1,829.4,19,43.6526
"9559","MAY",2002,"Drought","Columbia","WA","DRY PEAS",3766,1,3766,334.65,11.2535
"9560","JUN",2003,"Drought","Columbia","WA","DRY PEAS",1526,1,1526,196,7.7857
"9561","MAY",2003,"Drought","Columbia","WA","DRY PEAS",4578.57,1,4578.57,262.0352,17.4731
"9562","JUL",2005,"Drought","Columbia","WA","DRY PEAS",6302,1,6302,464.69,13.5617
"9563","JUN",2005,"Drought","Columbia","WA","DRY PEAS",230047.5,1,230047.5,6218.994,36.9911
"9564","MAY",2005,"Drought","Columbia","WA","DRY PEAS",31226.6,2,15613.3,899.086,34.7315
"9565","JUL",2006,"Drought","Columbia","WA","DRY PEAS",726,1,726,59.4,12.2222
"9566","MAY",2006,"Drought","Columbia","WA","DRY PEAS",17560,1,17560,254.4,69.0252
"9567","JUN",2008,"Drought","Columbia","WA","DRY PEAS",2296,1,2296,57.18,40.1539
"9568","MAY",2009,"Drought","Columbia","WA","DRY PEAS",1976,1,1976,95.75,20.6371
"9569","JUL",2010,"Drought","Columbia","WA","DRY PEAS",3652,1,3652,67.345,54.2282
"9570","JUL",2013,"Drought","Columbia","WA","DRY PEAS",85397.8,1,85397.8,761.332,112.1689
"9571","JUN",2013,"Drought","Columbia","WA","DRY PEAS",9594.11,2,4797.055,94.0062,102.0583
"9572","AUG",2014,"Drought","Columbia","WA","DRY PEAS",146480,2,73240,1596.87,91.7294
"9573","JUL",2014,"Drought","Columbia","WA","DRY PEAS",46994.02,4,11748.505,944.1784,49.7724
"9574","JUN",2014,"Drought","Columbia","WA","DRY PEAS",152666.6,3,50888.8666666667,1988.632,76.7697
"9575","MAY",2014,"Drought","Columbia","WA","DRY PEAS",181099.64,3,60366.5466666667,2150.9097,84.1968
"9576","SEP",2014,"Drought","Columbia","WA","DRY PEAS",16123,1,16123,147.36,109.4123
"9577","APR",2015,"Drought","Columbia","WA","DRY PEAS",168305.08,3,56101.6933333333,1686.8162,99.7768
"9578","AUG",2015,"Drought","Columbia","WA","DRY PEAS",203464,2,101732,1505,135.192
"9579","JUL",2015,"Drought","Columbia","WA","DRY PEAS",198542,2,99271,2769.255,71.6951
"9580","JUN",2015,"Drought","Columbia","WA","DRY PEAS",602637.7,3,200879.233333333,6056.971,99.4949
"9581","MAR",2015,"Drought","Columbia","WA","DRY PEAS",55133.66,3,18377.8866666667,572.6016,96.2862
"9582","MAY",2015,"Drought","Columbia","WA","DRY PEAS",215149.96,4,53787.49,2259.1168,95.2363
"9583","SEP",2015,"Drought","Columbia","WA","DRY PEAS",49900,2,24950,517.15,96.4904
"9584","MAY",2005,"Excess Moisture/Precip/Rain","Columbia","WA","DRY PEAS",10398.6,2,5199.3,134.04,77.5783
"9585","MAY",2013,"Freeze","Columbia","WA","DRY PEAS",1315,1,1315,130.6,10.0689
"9586","MAY",2013,"Frost","Columbia","WA","DRY PEAS",5494.5,1,5494.5,170.88,32.1541
"9587","JUL",2012,"Hail","Columbia","WA","DRY PEAS",1129,1,1129,9.98,113.1263
"9588","JUN",2012,"Hail","Columbia","WA","DRY PEAS",12901,1,12901,336.12,38.3821
"9589","SEP",2013,"Hail","Columbia","WA","DRY PEAS",3468,1,3468,31.7,109.4006
"9590","JUL",2014,"Hail","Columbia","WA","DRY PEAS",82216,1,82216,896.87,91.6699
"9591","JUN",2002,"Heat","Columbia","WA","DRY PEAS",3317.6,1,3317.6,76,43.6526
"9592","JUN",2003,"Heat","Columbia","WA","DRY PEAS",16420.43,1,16420.43,664.6448,24.7056
"9593","JUN",2005,"Heat","Columbia","WA","DRY PEAS",2573.7,1,2573.7,27.96,92.0494
"9594","JUL",2007,"Heat","Columbia","WA","DRY PEAS",1202,1,1202,18.18,66.1166
"9595","JUN",2007,"Heat","Columbia","WA","DRY PEAS",34644,1,34644,664.44,52.1401
"9596","JUL",2008,"Heat","Columbia","WA","DRY PEAS",5760,1,5760,215.85,26.6852
"9597","JUN",2008,"Heat","Columbia","WA","DRY PEAS",10725,1,10725,646.03,16.6014
"9598","JUL",2009,"Heat","Columbia","WA","DRY PEAS",711,1,711,126.56,5.6179
"9599","JUL",2010,"Heat","Columbia","WA","DRY PEAS",3652,1,3652,67.345,54.2282
"9600","JUN",2010,"Heat","Columbia","WA","DRY PEAS",6590,1,6590,135.16,48.757
"9601","JUL",2013,"Heat","Columbia","WA","DRY PEAS",22640,2,11320,290,78.069
"9602","JUN",2013,"Heat","Columbia","WA","DRY PEAS",17390,1,17390,192.3,90.4316
"9603","MAY",2013,"Heat","Columbia","WA","DRY PEAS",10284.11,2,5142.055,333.4162,30.8447
"9604","JUL",2014,"Heat","Columbia","WA","DRY PEAS",48357.3,2,24178.65,1543.3857,31.332
"9605","JUN",2014,"Heat","Columbia","WA","DRY PEAS",46638.26,3,15546.0866666667,1770.7538,26.3381
"9606","MAY",2014,"Heat","Columbia","WA","DRY PEAS",5472,1,5472,108.45,50.4564
"9607","AUG",2015,"Heat","Columbia","WA","DRY PEAS",1709,1,1709,18.71,91.3415
"9608","JUN",2015,"Heat","Columbia","WA","DRY PEAS",409015.3,3,136338.433333333,4187.9754,97.6642
"9609","MAY",2015,"Heat","Columbia","WA","DRY PEAS",22303.28,2,11151.64,162.363,137.3668
"9610","AUG",2015,"Hot Wind","Columbia","WA","DRY PEAS",589,1,589,46.9,12.5586
"9611","JUN",2005,"Insects","Columbia","WA","DRY PEAS",18363.2,2,9181.6,254.196,72.2403
"9612","MAY",2005,"Insects","Columbia","WA","DRY PEAS",5690.4,1,5690.4,77.944,73.0063
"9613","JUL",2010,"Plant Disease","Columbia","WA","DRY PEAS",4289,1,4289,221.26,19.3844
"9614","MAY",2010,"Cold Wet Weather","Douglas","WA","DRY PEAS",6575.8,1,6575.8,74.9504,87.7354
"9615","MAY",2011,"Cold Wet Weather","Douglas","WA","DRY PEAS",5731,1,5731,327.4,17.5046
"9616","APR",2010,"Cold Winter","Douglas","WA","DRY PEAS",6844.2,1,6844.2,78.0096,87.7354
"9617","JAN",2010,"Cold Winter","Douglas","WA","DRY PEAS",7560,1,7560,80.1,94.382
"9618","NOV",2011,"Cold Winter","Douglas","WA","DRY PEAS",4656,1,4656,87.2,53.3945
"9619","DEC",2014,"Cold Winter","Douglas","WA","DRY PEAS",14567,1,14567,130.89,111.2919
"9620","FEB",2014,"Cold Winter","Douglas","WA","DRY PEAS",98197,1,98197,560.1,175.3205
"9621","MAY",2010,"Drought","Douglas","WA","DRY PEAS",7974,1,7974,62.62,127.3395
"9622","OCT",2010,"Drought","Douglas","WA","DRY PEAS",13064.8,1,13064.8,125.672,103.9595
"9623","DEC",2012,"Drought","Douglas","WA","DRY PEAS",3685.6,1,3685.6,47,78.417
"9624","NOV",2012,"Drought","Douglas","WA","DRY PEAS",5528.4,1,5528.4,70.5,78.417
"9625","DEC",2010,"Freeze","Douglas","WA","DRY PEAS",3266.2,1,3266.2,31.418,103.9595
"9626","JUL",2015,"Hail","Douglas","WA","DRY PEAS",184.4,1,184.4,38.034,4.8483
"9627","JUN",2015,"Heat","Douglas","WA","DRY PEAS",5189.6,1,5189.6,188.386,27.5477
"9628","MAY",2005,"Cold Wet Weather","Garfield","WA","DRY PEAS",8085,1,8085,70.51,114.6646
"9629","DEC",2013,"Decline in Price","Garfield","WA","DRY PEAS",877.14,1,877.14,141.768,6.1872
"9630","SEP",2014,"Decline in Price","Garfield","WA","DRY PEAS",198,1,198,127.9,1.5481
"9631","JUN",2005,"Drought","Garfield","WA","DRY PEAS",6423,1,6423,212.51,30.2245
"9632","MAY",2005,"Drought","Garfield","WA","DRY PEAS",2669,1,2669,67.8,39.3658
"9633","JUL",2014,"Drought","Garfield","WA","DRY PEAS",4113,1,4113,61.8,66.5534
"9634","MAR",2014,"Drought","Garfield","WA","DRY PEAS",3259.08,1,3259.08,50.391,64.6758
"9635","MAY",2014,"Drought","Garfield","WA","DRY PEAS",15756.6,2,7878.3,294.78,53.4521
"9636","JUN",2015,"Drought","Garfield","WA","DRY PEAS",35721.5,1,35721.5,271.75,131.4499
"9637","MAY",2006,"Heat","Garfield","WA","DRY PEAS",2772,1,2772,69.89,39.6623
"9638","JUN",2008,"Heat","Garfield","WA","DRY PEAS",3197,1,3197,72.6,44.0358
"9639","JUN",2010,"Heat","Garfield","WA","DRY PEAS",2160,1,2160,65,33.2308
"9640","JUL",2013,"Heat","Garfield","WA","DRY PEAS",8.86,1,8.86,1.432,6.1872
"9641","JUN",2014,"Heat","Garfield","WA","DRY PEAS",10504.4,2,5252.2,196.52,53.4521
"9642","JUN",2015,"Heat","Garfield","WA","DRY PEAS",20981.5,1,20981.5,149.55,140.2976
"9643","AUG",2013,"Wildlife","Garfield","WA","DRY PEAS",749,1,749,4,187.25
"9644","JUL",2005,"Cold Wet Weather","Grant","WA","DRY PEAS",27599.25,1,27599.25,177,155.928
"9645","JUL",2012,"Excess Moisture/Precip/Rain","Grant","WA","DRY PEAS",10798,1,10798,58,186.1724
"9646","JUL",2001,"Frost","Grant","WA","DRY PEAS",674,1,674,115.5,5.8355
"9647","SEP",2001,"Frost","Grant","WA","DRY PEAS",952,1,952,30.5,31.2131
"9648","MAY",2003,"Frost","Grant","WA","DRY PEAS",9184,1,9184,87,105.5632
"9649","MAY",2006,"Frost","Grant","WA","DRY PEAS",15,1,15,9,1.6667
"9650","JUN",2006,"Hail","Grant","WA","DRY PEAS",35,1,35,21,1.6667
"9651","JUL",2002,"Heat","Grant","WA","DRY PEAS",877.25,1,877.25,25.795,34.0085
"9652","JUN",2002,"Heat","Grant","WA","DRY PEAS",3875,1,3875,163,23.773
"9653","MAY",2006,"Heat","Grant","WA","DRY PEAS",880,1,880,27,32.5926
"9654","JUL",2009,"Heat","Grant","WA","DRY PEAS",5315,1,5315,61.5,86.4228
"9655","JUN",2015,"Heat","Grant","WA","DRY PEAS",22748,1,22748,62.9,361.6534
"9656","MAY",2015,"Heat","Grant","WA","DRY PEAS",409,1,409,30,13.6333
"9657","JUN",2003,"Plant Disease","Grant","WA","DRY PEAS",8988,1,8988,47.5,189.2211
"9658","JUL",2005,"Plant Disease","Grant","WA","DRY PEAS",9199.75,1,9199.75,59,155.928
"9659","MAY",2008,"Plant Disease","Grant","WA","DRY PEAS",1521,1,1521,7.8,195
"9660","JUL",2002,"Wind/Excess Wind","Grant","WA","DRY PEAS",717.75,1,717.75,21.105,34.0085
"9661","DEC",2014,"Cold Winter","Lincoln","WA","DRY PEAS",38000,2,19000,221.55,171.5188
"9662","FEB",2014,"Cold Winter","Lincoln","WA","DRY PEAS",572,1,572,16,35.75
"9663","JUL",2014,"Decline in Price","Lincoln","WA","DRY PEAS",96.64,1,96.64,0.4669,206.9822
"9664","SEP",2015,"Decline in Price","Lincoln","WA","DRY PEAS",20668.8,1,20668.8,188.84,109.4514
"9665","JUL",2006,"Drought","Lincoln","WA","DRY PEAS",910,1,910,59.5,15.2941
"9666","JUN",2007,"Drought","Lincoln","WA","DRY PEAS",1659,1,1659,30,55.3
"9667","JUN",2014,"Drought","Lincoln","WA","DRY PEAS",9744.5,1,9744.5,82.5,118.1152
"9668","MAY",2014,"Drought","Lincoln","WA","DRY PEAS",57630.5,2,28815.25,589.81,97.7103
"9669","JUL",2015,"Drought","Lincoln","WA","DRY PEAS",1191.5,1,1191.5,177.65,6.707
"9670","JUN",2015,"Drought","Lincoln","WA","DRY PEAS",91430.7,1,91430.7,998.71,91.5488
"9671","APR",2013,"Freeze","Lincoln","WA","DRY PEAS",32912,1,32912,104.66,314.4659
"9672","MAY",2013,"Freeze","Lincoln","WA","DRY PEAS",36774.4,2,18387.2,101.12,363.6709
"9673","MAY",2013,"Heat","Lincoln","WA","DRY PEAS",77782.8,3,25927.6,209.14,371.9174
"9674","JUL",2014,"Heat","Lincoln","WA","DRY PEAS",10932,1,10932,57.64,189.66
"9675","JUN",2014,"Heat","Lincoln","WA","DRY PEAS",6764.8,1,6764.8,32.683,206.9822
"9676","JUN",2015,"Heat","Lincoln","WA","DRY PEAS",25099,2,12549.5,375.38,66.8629
"9677","JUL",2014,"Hot Wind","Lincoln","WA","DRY PEAS",2802.56,1,2802.56,13.5401,206.9822
"9678","AUG",2013,"Wind/Excess Wind","Lincoln","WA","DRY PEAS",25795,1,25795,65.1,396.2366
"9679","MAY",2013,"Wind/Excess Wind","Lincoln","WA","DRY PEAS",27580.8,2,13790.4,75.84,363.6709
"9680","JUN",2005,"Cold Wet Weather","Spokane","WA","DRY PEAS",2610,1,2610,110.44,23.6327
"9681","JUN",2010,"Cold Wet Weather","Spokane","WA","DRY PEAS",57648.6,2,28824.3,1237.526,46.5837
"9682","MAY",2010,"Cold Wet Weather","Spokane","WA","DRY PEAS",3840,1,3840,80.72,47.5719
"9683","APR",2011,"Cold Wet Weather","Spokane","WA","DRY PEAS",1753.5,1,1753.5,79.45,22.0705
"9684","JUL",2011,"Cold Wet Weather","Spokane","WA","DRY PEAS",196.8,1,196.8,17.4,11.3103
"9685","JUN",2011,"Cold Wet Weather","Spokane","WA","DRY PEAS",295.2,1,295.2,26.1,11.3103
"9686","MAY",2011,"Cold Wet Weather","Spokane","WA","DRY PEAS",20826.5,1,20826.5,301.85,68.9962
"9687","APR",2012,"Cold Wet Weather","Spokane","WA","DRY PEAS",5258.4,1,5258.4,53.586,98.1301
"9688","JUN",2012,"Cold Wet Weather","Spokane","WA","DRY PEAS",1629,1,1629,38.9,41.8766
"9689","MAY",2012,"Cold Wet Weather","Spokane","WA","DRY PEAS",9776.6,2,4888.3,147.164,66.4334
"9690","APR",2015,"Cold Wet Weather","Spokane","WA","DRY PEAS",125394.06,2,62697.03,611.6616,205.0056
"9691","FEB",2015,"Cold Wet Weather","Spokane","WA","DRY PEAS",13226.34,2,6613.17,54.3728,243.2529
"9692","AUG",2013,"Decline in Price","Spokane","WA","DRY PEAS",1290,1,1290,290.3,4.4437
"9693","DEC",2013,"Decline in Price","Spokane","WA","DRY PEAS",36313.64,1,36313.64,952.0474,38.1427
"9694","DEC",2014,"Decline in Price","Spokane","WA","DRY PEAS",5919,1,5919,330.19,17.926
"9695","JUL",2014,"Decline in Price","Spokane","WA","DRY PEAS",2815.73,1,2815.73,65.193,43.1907
"9696","AUG",2015,"Decline in Price","Spokane","WA","DRY PEAS",20711,1,20711,525.42,39.418
"9697","DEC",2015,"Decline in Price","Spokane","WA","DRY PEAS",3086.02,1,3086.02,50.225,61.4439
"9698","JUL",2015,"Decline in Price","Spokane","WA","DRY PEAS",10499,1,10499,239.03,43.9234
"9699","JUN",2001,"Drought","Spokane","WA","DRY PEAS",3060,1,3060,130.31,23.4825
"9700","MAY",2001,"Drought","Spokane","WA","DRY PEAS",5331,1,5331,203.45,26.203
"9701","JUN",2002,"Drought","Spokane","WA","DRY PEAS",8081,1,8081,169.87,47.5717
"9702","JUL",2003,"Drought","Spokane","WA","DRY PEAS",1873,1,1873,117.14,15.9894
"9703","JUN",2003,"Drought","Spokane","WA","DRY PEAS",20710.1,1,20710.1,606.85,34.1272
"9704","JUN",2004,"Drought","Spokane","WA","DRY PEAS",3297,1,3297,104.76,31.4719
"9705","FEB",2005,"Drought","Spokane","WA","DRY PEAS",10166,1,10166,363.65,27.9555
"9706","JUN",2005,"Drought","Spokane","WA","DRY PEAS",45982.7,1,45982.7,1397.0785,32.9135
"9707","MAR",2005,"Drought","Spokane","WA","DRY PEAS",6147,1,6147,185.17,33.1965
"9708","JUN",2006,"Drought","Spokane","WA","DRY PEAS",6415,1,6415,136.66,46.9413
"9709","AUG",2007,"Drought","Spokane","WA","DRY PEAS",3988,1,3988,135,29.5407
"9710","JUL",2007,"Drought","Spokane","WA","DRY PEAS",9492.6,1,9492.6,370.416,25.6269
"9711","JUN",2007,"Drought","Spokane","WA","DRY PEAS",3892.6,1,3892.6,116.79,33.3299
"9712","MAY",2007,"Drought","Spokane","WA","DRY PEAS",427,1,427,389,1.0977
"9713","AUG",2008,"Drought","Spokane","WA","DRY PEAS",13617.5,1,13617.5,235.145,57.9111
"9714","JUL",2008,"Drought","Spokane","WA","DRY PEAS",5616.5,1,5616.5,496.775,11.3059
"9715","JUN",2008,"Drought","Spokane","WA","DRY PEAS",33377.1,1,33377.1,815.663,40.9202
"9716","MAY",2008,"Drought","Spokane","WA","DRY PEAS",11740.1,1,11740.1,224.715,52.2444
"9717","JUL",2009,"Drought","Spokane","WA","DRY PEAS",28706.4,1,28706.4,390.55,73.5025
"9718","JUN",2009,"Drought","Spokane","WA","DRY PEAS",33730,1,33730,445.92,75.6414
"9719","SEP",2009,"Drought","Spokane","WA","DRY PEAS",3867,1,3867,74.57,51.8573
"9720","JUL",2010,"Drought","Spokane","WA","DRY PEAS",56,1,56,26,2.1538
"9721","JUL",2013,"Drought","Spokane","WA","DRY PEAS",1308.5,1,1308.5,41.9,31.2291
"9722","MAY",2013,"Drought","Spokane","WA","DRY PEAS",188.36,1,188.36,3.3476,56.2672
"9723","AUG",2014,"Drought","Spokane","WA","DRY PEAS",2757,1,2757,350.2,7.8726
"9724","JUL",2014,"Drought","Spokane","WA","DRY PEAS",57771.66,2,28885.83,827.5166,69.8133
"9725","JUN",2014,"Drought","Spokane","WA","DRY PEAS",172592.49,2,86296.245,2123.6989,81.2698
"9726","MAY",2014,"Drought","Spokane","WA","DRY PEAS",12697.1,2,6348.55,241.004,52.6842
"9727","APR",2015,"Drought","Spokane","WA","DRY PEAS",34914,2,17457,268.25,130.1547
"9728","JUL",2015,"Drought","Spokane","WA","DRY PEAS",275900.4,2,137950.2,3344.821,82.4858
"9729","JUN",2015,"Drought","Spokane","WA","DRY PEAS",1061475.98,2,530737.99,12722.0665,83.4358
"9730","MAY",2015,"Drought","Spokane","WA","DRY PEAS",34435.2,2,17217.6,201.524,170.8739
"9731","OCT",2015,"Drought","Spokane","WA","DRY PEAS",14231,1,14231,159.04,89.4806
"9732","JUN",2005,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",9996,1,9996,252.69,39.5584
"9733","MAY",2005,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",98426.8,1,98426.8,2574.474,38.2318
"9734","JUL",2006,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",32685,1,32685,1234.14,26.484
"9735","JUN",2006,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1859,1,1859,39.45,47.1229
"9736","MAY",2009,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",6573,1,6573,53.22,123.5062
"9737","JUN",2010,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",37475.5,2,18737.75,462.057,81.1058
"9738","MAY",2010,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",55906.6,2,27953.3,628.17,88.9992
"9739","APR",2011,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",47975.9,1,47975.9,337.283,142.2423
"9740","AUG",2011,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",630,1,630,40.4,15.5941
"9741","MAR",2011,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",26933.6,1,26933.6,167.572,160.7285
"9742","MAY",2011,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",182535.5,2,91267.75,1539.665,118.5553
"9743","SEP",2011,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",994,1,994,42.9,23.1702
"9744","APR",2012,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",1621,2,810.5,8.89,182.3397
"9745","JUN",2012,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",3384,1,3384,47.8,70.795
"9746","MAY",2012,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",12339,2,6169.5,101.56,121.4947
"9747","AUG",2013,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",2472,1,2472,13.7,180.438
"9748","JUN",2013,"Excess Moisture/Precip/Rain","Spokane","WA","DRY PEAS",15170,2,7585,96.15,157.7743
"9749","MAY",2012,"Flood","Spokane","WA","DRY PEAS",1037,1,1037,26.8,38.694
"9750","JUL",2008,"Freeze","Spokane","WA","DRY PEAS",18,1,18,150.9,0.1193
"9751","JUL",2009,"Freeze","Spokane","WA","DRY PEAS",4369.6,1,4369.6,57.76,75.651
"9752","JUN",2002,"Frost","Spokane","WA","DRY PEAS",10523,2,5261.5,171.08,61.5092
"9753","AUG",2008,"Frost","Spokane","WA","DRY PEAS",6693.4,1,6693.4,106.785,62.6811
"9754","JUL",2008,"Frost","Spokane","WA","DRY PEAS",63204.3,1,63204.3,1051.538,60.1065
"9755","MAY",2008,"Frost","Spokane","WA","DRY PEAS",41326,1,41326,328,125.9939
"9756","SEP",2012,"Frost","Spokane","WA","DRY PEAS",4278,1,4278,107.8,39.6846
"9757","AUG",2008,"Hail","Spokane","WA","DRY PEAS",51214.1,1,51214.1,606.099,84.4979
"9758","JUN",2010,"Hail","Spokane","WA","DRY PEAS",33068,1,33068,764.43,43.2584
"9759","AUG",2013,"Hail","Spokane","WA","DRY PEAS",65904.18,2,32952.09,1080.6125,60.9878
"9760","SEP",2013,"Hail","Spokane","WA","DRY PEAS",36819,2,18409.5,490.62,75.0459
"9761","AUG",2014,"Hail","Spokane","WA","DRY PEAS",15817,1,15817,369.02,42.8622
"9762","JUL",2014,"Hail","Spokane","WA","DRY PEAS",19502.5,2,9751.25,274.255,71.1108
"9763","JUL",2015,"Hail","Spokane","WA","DRY PEAS",14443.8,1,14443.8,102.648,140.7119
"9764","MAY",2015,"Hail","Spokane","WA","DRY PEAS",56209.6,1,56209.6,478.368,117.5028
"9765","AUG",2003,"Heat","Spokane","WA","DRY PEAS",5847.9,1,5847.9,108.906,53.6968
"9766","JUL",2003,"Heat","Spokane","WA","DRY PEAS",2542,1,2542,103.524,24.5547
"9767","AUG",2005,"Heat","Spokane","WA","DRY PEAS",9070,1,9070,389.89,23.263
"9768","JUL",2006,"Heat","Spokane","WA","DRY PEAS",10445,1,10445,736.56,14.1808
"9769","JUN",2006,"Heat","Spokane","WA","DRY PEAS",35537,1,35537,1287.91,27.5928
"9770","AUG",2007,"Heat","Spokane","WA","DRY PEAS",27221,1,27221,888.01,30.6539
"9771","JUL",2007,"Heat","Spokane","WA","DRY PEAS",29574.8,1,29574.8,648.994,45.5702
"9772","JUN",2007,"Heat","Spokane","WA","DRY PEAS",7023,1,7023,334.96,20.9667
"9773","MAY",2009,"Heat","Spokane","WA","DRY PEAS",2235,1,2235,178.51,12.5203
"9774","JUL",2010,"Heat","Spokane","WA","DRY PEAS",16230,2,8115,159.792,101.5695
"9775","JUN",2010,"Heat","Spokane","WA","DRY PEAS",3,1,3,89.81,0.0334
"9776","MAY",2011,"Heat","Spokane","WA","DRY PEAS",9986,1,9986,106.2,94.0301
"9777","JUL",2012,"Heat","Spokane","WA","DRY PEAS",2686,1,2686,64.99,41.3294
"9778","JUN",2012,"Heat","Spokane","WA","DRY PEAS",5676,1,5676,207.1,27.407
"9779","JUL",2013,"Heat","Spokane","WA","DRY PEAS",8449.38,2,4224.69,193.22,43.7293
"9780","MAY",2013,"Heat","Spokane","WA","DRY PEAS",16479.14,1,16479.14,326.463,50.4778
"9781","AUG",2014,"Heat","Spokane","WA","DRY PEAS",2590,1,2590,30.6,84.6405
"9782","JUL",2014,"Heat","Spokane","WA","DRY PEAS",60094.22,2,30047.11,1005.48,59.7667
"9783","JUN",2014,"Heat","Spokane","WA","DRY PEAS",20202.05,2,10101.025,654.535,30.8647
"9784","JUL",2015,"Heat","Spokane","WA","DRY PEAS",117047,3,39015.6666666667,1500.65,77.9975
"9785","JUN",2015,"Heat","Spokane","WA","DRY PEAS",307068.6,3,102356.2,3111.6531,98.6834
