"","month","year","damagecause","county","state","commodity","loss"
"27847","NOV",2010,"Freeze","Gilliam","OR","WHEAT",339.5
"27848","APR",2012,"Freeze","Gilliam","OR","WHEAT",18183.88
"27849","DEC",2012,"Freeze","Gilliam","OR","WHEAT",4508
"27850","DEC",2014,"Freeze","Gilliam","OR","WHEAT",460844.91
"27851","FEB",2014,"Freeze","Gilliam","OR","WHEAT",5626
"27852","JAN",2014,"Freeze","Gilliam","OR","WHEAT",3265
"27853","DEC",2015,"Freeze","Gilliam","OR","WHEAT",30824.2
"27854","NOV",2015,"Freeze","Gilliam","OR","WHEAT",4389.8
"27855","AUG",1989,"Frost","Gilliam","OR","WHEAT",13104
"27856","OCT",1989,"Frost","Gilliam","OR","WHEAT",358
"27857","JUN",1990,"Frost","Gilliam","OR","WHEAT",24396
"27858","JUN",2001,"Frost","Gilliam","OR","WHEAT",7225.8
"27859","MAY",2002,"Frost","Gilliam","OR","WHEAT",56558.1
"27860","MAY",2003,"Frost","Gilliam","OR","WHEAT",42578.8
"27861","MAY",2012,"Frost","Gilliam","OR","WHEAT",1921
"27862","APR",2013,"Frost","Gilliam","OR","WHEAT",1045286.18
"27863","MAY",2013,"Frost","Gilliam","OR","WHEAT",978051.16
"27864","AUG",1991,"Hail","Gilliam","OR","WHEAT",37846
"27865","NOV",1991,"Hail","Gilliam","OR","WHEAT",183
"27866","JUL",1993,"Hail","Gilliam","OR","WHEAT",5832
"27867","MAY",1993,"Hail","Gilliam","OR","WHEAT",8000
"27868","AUG",1994,"Hail","Gilliam","OR","WHEAT",98
"27869","AUG",1995,"Hail","Gilliam","OR","WHEAT",64
"27870","JUL",1995,"Hail","Gilliam","OR","WHEAT",207883
"27871","SEP",1995,"Hail","Gilliam","OR","WHEAT",4327
"27872","JUL",2004,"Hail","Gilliam","OR","WHEAT",1370
"27873","MAY",2006,"Hail","Gilliam","OR","WHEAT",38747
"27874","AUG",2008,"Hail","Gilliam","OR","WHEAT",49309.2
"27875","JUN",2012,"Hail","Gilliam","OR","WHEAT",27928
"27876","MAY",2013,"Hail","Gilliam","OR","WHEAT",46026
"27877","JUL",1989,"Heat","Gilliam","OR","WHEAT",223
"27878","JUN",1989,"Heat","Gilliam","OR","WHEAT",33488
"27879","SEP",1990,"Heat","Gilliam","OR","WHEAT",9914
"27880","AUG",1991,"Heat","Gilliam","OR","WHEAT",3934
"27881","JUN",1991,"Heat","Gilliam","OR","WHEAT",379
"27882","JUN",1992,"Heat","Gilliam","OR","WHEAT",6864
"27883","MAY",1992,"Heat","Gilliam","OR","WHEAT",12035
"27884","JUL",1996,"Heat","Gilliam","OR","WHEAT",1029
"27885","JUN",1996,"Heat","Gilliam","OR","WHEAT",3454
"27886","AUG",1998,"Heat","Gilliam","OR","WHEAT",1933
"27887","JUL",1998,"Heat","Gilliam","OR","WHEAT",25925
"27888","JUN",1998,"Heat","Gilliam","OR","WHEAT",3042
"27889","MAR",1998,"Heat","Gilliam","OR","WHEAT",3873
"27890","SEP",1998,"Heat","Gilliam","OR","WHEAT",12416
"27891","JUN",1999,"Heat","Gilliam","OR","WHEAT",13984
"27892","JUN",2000,"Heat","Gilliam","OR","WHEAT",2063
"27893","AUG",2001,"Heat","Gilliam","OR","WHEAT",17365.11
"27894","MAY",2001,"Heat","Gilliam","OR","WHEAT",49573.1
"27895","JUN",2002,"Heat","Gilliam","OR","WHEAT",889.7
"27896","JUL",2003,"Heat","Gilliam","OR","WHEAT",56084.2
"27897","JUN",2003,"Heat","Gilliam","OR","WHEAT",272405.05
"27898","MAY",2003,"Heat","Gilliam","OR","WHEAT",186801.75
"27899","JUN",2004,"Heat","Gilliam","OR","WHEAT",59715
"27900","MAY",2004,"Heat","Gilliam","OR","WHEAT",1293.6
"27901","JUN",2005,"Heat","Gilliam","OR","WHEAT",5559
"27902","JUN",2006,"Heat","Gilliam","OR","WHEAT",14533
"27903","MAY",2006,"Heat","Gilliam","OR","WHEAT",408952.31
"27904","JUL",2007,"Heat","Gilliam","OR","WHEAT",5556.5
"27905","JUN",2007,"Heat","Gilliam","OR","WHEAT",159270.3
"27906","MAY",2007,"Heat","Gilliam","OR","WHEAT",374811.7
"27907","MAY",2008,"Heat","Gilliam","OR","WHEAT",262060.5
"27908","JUN",2009,"Heat","Gilliam","OR","WHEAT",93798.77
"27909","MAY",2009,"Heat","Gilliam","OR","WHEAT",54237.2
"27910","JUN",2010,"Heat","Gilliam","OR","WHEAT",3659.6
"27911","JUL",2011,"Heat","Gilliam","OR","WHEAT",13422.5
"27912","APR",2012,"Heat","Gilliam","OR","WHEAT",19253.46
"27913","JUL",2012,"Heat","Gilliam","OR","WHEAT",15751.5
"27914","JUN",2012,"Heat","Gilliam","OR","WHEAT",120005.9
"27915","MAY",2012,"Heat","Gilliam","OR","WHEAT",2979.6
"27916","APR",2013,"Heat","Gilliam","OR","WHEAT",196526.28
"27917","MAY",2013,"Heat","Gilliam","OR","WHEAT",1048792.71
"27918","JUL",2014,"Heat","Gilliam","OR","WHEAT",186423.93
"27919","JUN",2014,"Heat","Gilliam","OR","WHEAT",47552.9
"27920","MAY",2014,"Heat","Gilliam","OR","WHEAT",10522
"27921","JUN",2015,"Heat","Gilliam","OR","WHEAT",445948.03
"27922","MAY",2015,"Heat","Gilliam","OR","WHEAT",20698
"27923","JUN",2000,"Hot Wind","Gilliam","OR","WHEAT",1376
"27924","OCT",1989,"Insects","Gilliam","OR","WHEAT",4546
"27925","OCT",1990,"Insects","Gilliam","OR","WHEAT",1514
"27926","APR",2008,"Insects","Gilliam","OR","WHEAT",39270
"27927","APR",2012,"Insects","Gilliam","OR","WHEAT",644
"27928","JUN",1989,"Other (Snow-Lightning-Etc.)","Gilliam","OR","WHEAT",5145
"27929","DEC",2012,"Other Causes","Gilliam","OR","WHEAT",5969.6
"27930","JUN",2012,"Other Causes","Gilliam","OR","WHEAT",15877.2
"27931","NOV",2012,"Other Causes","Gilliam","OR","WHEAT",4099.4
"27932","APR",2013,"Other Causes","Gilliam","OR","WHEAT",23804
"27933","MAY",2013,"Other Causes","Gilliam","OR","WHEAT",5877.9
"27934","APR",2014,"Other Causes","Gilliam","OR","WHEAT",86459.6
"27935","SEP",1993,"Plant Disease","Gilliam","OR","WHEAT",7062
"27936","AUG",1998,"Plant Disease","Gilliam","OR","WHEAT",750
"27937","MAY",2001,"Plant Disease","Gilliam","OR","WHEAT",2255.25
"27938","FEB",2004,"Plant Disease","Gilliam","OR","WHEAT",65
"27939","JUN",2010,"Plant Disease","Gilliam","OR","WHEAT",25019.4
"27940","FEB",2009,"Wildlife","Gilliam","OR","WHEAT",5436.25
"27941","FEB",2012,"Wildlife","Gilliam","OR","WHEAT",644
"27942","JUL",1999,"Wind/Excess Wind","Gilliam","OR","WHEAT",1987
"27943","JAN",2003,"Wind/Excess Wind","Gilliam","OR","WHEAT",1508
"27944","JUN",2012,"Wind/Excess Wind","Gilliam","OR","WHEAT",11907.9
"27945","DEC",2014,"Wind/Excess Wind","Gilliam","OR","WHEAT",745.2
"28354","APR",1989,"Cold Wet Weather","Morrow","OR","WHEAT",9292
"28355","OCT",1989,"Cold Wet Weather","Morrow","OR","WHEAT",207
"28356","DEC",1995,"Cold Wet Weather","Morrow","OR","WHEAT",4053
"28357","FEB",1995,"Cold Wet Weather","Morrow","OR","WHEAT",505
"28358","JAN",1995,"Cold Wet Weather","Morrow","OR","WHEAT",5654
"28359","MAR",1995,"Cold Wet Weather","Morrow","OR","WHEAT",446
"28360","APR",1996,"Cold Wet Weather","Morrow","OR","WHEAT",3460
"28361","JUL",1996,"Cold Wet Weather","Morrow","OR","WHEAT",6839
"28362","APR",1997,"Cold Wet Weather","Morrow","OR","WHEAT",1438
"28363","MAR",1997,"Cold Wet Weather","Morrow","OR","WHEAT",1478
"28364","MAY",1997,"Cold Wet Weather","Morrow","OR","WHEAT",331
"28365","APR",2001,"Cold Wet Weather","Morrow","OR","WHEAT",3106.6
"28366","DEC",2004,"Cold Wet Weather","Morrow","OR","WHEAT",16511
"28367","APR",2006,"Cold Wet Weather","Morrow","OR","WHEAT",22206.4
"28368","FEB",2006,"Cold Wet Weather","Morrow","OR","WHEAT",87390.09
"28369","MAR",2006,"Cold Wet Weather","Morrow","OR","WHEAT",4562
"28370","MAY",2006,"Cold Wet Weather","Morrow","OR","WHEAT",1646
"28371","MAY",2008,"Cold Wet Weather","Morrow","OR","WHEAT",19734.6
"28372","APR",2009,"Cold Wet Weather","Morrow","OR","WHEAT",137401
"28373","MAY",2009,"Cold Wet Weather","Morrow","OR","WHEAT",14597.22
"28374","APR",2010,"Cold Wet Weather","Morrow","OR","WHEAT",661
"28375","DEC",2010,"Cold Wet Weather","Morrow","OR","WHEAT",11424.5
"28376","APR",2011,"Cold Wet Weather","Morrow","OR","WHEAT",8541
"28377","JUN",2011,"Cold Wet Weather","Morrow","OR","WHEAT",33166.5
"28378","MAY",2011,"Cold Wet Weather","Morrow","OR","WHEAT",5694
"28379","DEC",1991,"Cold Winter","Morrow","OR","WHEAT",13567
"28380","JAN",1997,"Cold Winter","Morrow","OR","WHEAT",3639
"28381","FEB",1999,"Cold Winter","Morrow","OR","WHEAT",3135
"28382","MAR",2000,"Cold Winter","Morrow","OR","WHEAT",548
"28383","MAR",2003,"Cold Winter","Morrow","OR","WHEAT",2162
"28384","JAN",2004,"Cold Winter","Morrow","OR","WHEAT",132704
"28385","JAN",2006,"Cold Winter","Morrow","OR","WHEAT",6344
"28386","FEB",2010,"Cold Winter","Morrow","OR","WHEAT",56577.3
"28387","JAN",2010,"Cold Winter","Morrow","OR","WHEAT",1873.2
"28388","MAR",2010,"Cold Winter","Morrow","OR","WHEAT",114447
"28389","APR",2013,"Cold Winter","Morrow","OR","WHEAT",10254.5
"28390","DEC",2013,"Cold Winter","Morrow","OR","WHEAT",1680
"28391","JAN",2013,"Cold Winter","Morrow","OR","WHEAT",1476.5
"28392","DEC",2014,"Cold Winter","Morrow","OR","WHEAT",179719.97
"28393","JAN",2014,"Cold Winter","Morrow","OR","WHEAT",174628.5
"28394","DEC",2015,"Cold Winter","Morrow","OR","WHEAT",17186.4
"28395","FEB",2015,"Cold Winter","Morrow","OR","WHEAT",27110.4
"28396","NOV",2015,"Cold Winter","Morrow","OR","WHEAT",1831.8
"28397","SEP",2000,"Decline in Price","Morrow","OR","WHEAT",135998
"28398","JUL",2001,"Decline in Price","Morrow","OR","WHEAT",49845.92
"28399","SEP",2001,"Decline in Price","Morrow","OR","WHEAT",33882.84
"28400","SEP",2002,"Decline in Price","Morrow","OR","WHEAT",259719.99
"28401","SEP",2003,"Decline in Price","Morrow","OR","WHEAT",8326.71
"28402","MAY",2005,"Decline in Price","Morrow","OR","WHEAT",300
"28403","SEP",2005,"Decline in Price","Morrow","OR","WHEAT",23750.56
"28404","JUL",2006,"Decline in Price","Morrow","OR","WHEAT",15.36
"28405","SEP",2006,"Decline in Price","Morrow","OR","WHEAT",10283.68
"28406","AUG",2009,"Decline in Price","Morrow","OR","WHEAT",2136117.52
"28407","FEB",2009,"Decline in Price","Morrow","OR","WHEAT",85124.14
"28408","JAN",2009,"Decline in Price","Morrow","OR","WHEAT",3176
"28409","JUL",2009,"Decline in Price","Morrow","OR","WHEAT",556276.62
"28410","JUN",2009,"Decline in Price","Morrow","OR","WHEAT",129709.8
"28411","MAY",2009,"Decline in Price","Morrow","OR","WHEAT",567836.26
"28412","SEP",2009,"Decline in Price","Morrow","OR","WHEAT",1419702.75
"28413","AUG",2011,"Decline in Price","Morrow","OR","WHEAT",7934.5
"28414","SEP",2011,"Decline in Price","Morrow","OR","WHEAT",256434.7
"28415","APR",2012,"Decline in Price","Morrow","OR","WHEAT",981.13
"28416","APR",2013,"Decline in Price","Morrow","OR","WHEAT",159753.51
"28417","AUG",2013,"Decline in Price","Morrow","OR","WHEAT",15174
"28418","JUL",2013,"Decline in Price","Morrow","OR","WHEAT",56.55
"28419","JUN",2013,"Decline in Price","Morrow","OR","WHEAT",24141
"28420","MAY",2013,"Decline in Price","Morrow","OR","WHEAT",155538.76
"28421","SEP",2013,"Decline in Price","Morrow","OR","WHEAT",33759.95
"28422","APR",2014,"Decline in Price","Morrow","OR","WHEAT",212610.16
"28423","AUG",2014,"Decline in Price","Morrow","OR","WHEAT",12959
"28424","DEC",2014,"Decline in Price","Morrow","OR","WHEAT",1344.28
"28425","JUL",2014,"Decline in Price","Morrow","OR","WHEAT",1148.92
"28426","MAY",2014,"Decline in Price","Morrow","OR","WHEAT",1209.59
"28427","SEP",2014,"Decline in Price","Morrow","OR","WHEAT",10803.22
"28428","AUG",2015,"Decline in Price","Morrow","OR","WHEAT",56471.4
"28429","JUL",2015,"Decline in Price","Morrow","OR","WHEAT",4304
"28430","SEP",2015,"Decline in Price","Morrow","OR","WHEAT",487902.3
"28431","AUG",1989,"Drought","Morrow","OR","WHEAT",1035
"28432","JUL",1989,"Drought","Morrow","OR","WHEAT",14562
"28433","JUN",1989,"Drought","Morrow","OR","WHEAT",74465
"28434","MAR",1989,"Drought","Morrow","OR","WHEAT",21058
"28435","MAY",1989,"Drought","Morrow","OR","WHEAT",14424
"28436","OCT",1989,"Drought","Morrow","OR","WHEAT",247341
"28437","APR",1990,"Drought","Morrow","OR","WHEAT",119835
"28438","AUG",1990,"Drought","Morrow","OR","WHEAT",36607
"28439","DEC",1990,"Drought","Morrow","OR","WHEAT",14783
"28440","JUL",1990,"Drought","Morrow","OR","WHEAT",3230
"28441","JUN",1990,"Drought","Morrow","OR","WHEAT",155642
"28442","MAY",1990,"Drought","Morrow","OR","WHEAT",353637
"28443","SEP",1990,"Drought","Morrow","OR","WHEAT",47517
"28444","APR",1991,"Drought","Morrow","OR","WHEAT",27017
"28445","AUG",1991,"Drought","Morrow","OR","WHEAT",17219
"28446","JUL",1991,"Drought","Morrow","OR","WHEAT",372968
"28447","JUN",1991,"Drought","Morrow","OR","WHEAT",378736
"28448","MAY",1991,"Drought","Morrow","OR","WHEAT",195946
"28449","OCT",1991,"Drought","Morrow","OR","WHEAT",37607
"28450","SEP",1991,"Drought","Morrow","OR","WHEAT",229043
"28451","AUG",1992,"Drought","Morrow","OR","WHEAT",17945
"28452","JUL",1992,"Drought","Morrow","OR","WHEAT",130506
"28453","JUN",1992,"Drought","Morrow","OR","WHEAT",365509
"28454","MAY",1992,"Drought","Morrow","OR","WHEAT",1145326
"28455","MAY",1994,"Drought","Morrow","OR","WHEAT",28788
"28456","AUG",1999,"Drought","Morrow","OR","WHEAT",12369
"28457","DEC",1999,"Drought","Morrow","OR","WHEAT",6123
"28458","JUL",1999,"Drought","Morrow","OR","WHEAT",42336
"28459","JUN",1999,"Drought","Morrow","OR","WHEAT",2784434
"28460","MAR",1999,"Drought","Morrow","OR","WHEAT",89579
"28461","MAY",1999,"Drought","Morrow","OR","WHEAT",692255
"28462","AUG",2000,"Drought","Morrow","OR","WHEAT",28594
"28463","DEC",2000,"Drought","Morrow","OR","WHEAT",5575478
"28464","FEB",2000,"Drought","Morrow","OR","WHEAT",145567
"28465","JAN",2000,"Drought","Morrow","OR","WHEAT",568408
"28466","JUN",2000,"Drought","Morrow","OR","WHEAT",712900
"28467","MAY",2000,"Drought","Morrow","OR","WHEAT",834040
"28468","OCT",2000,"Drought","Morrow","OR","WHEAT",3961
"28469","SEP",2000,"Drought","Morrow","OR","WHEAT",443
"28470","APR",2001,"Drought","Morrow","OR","WHEAT",824675.71
"28471","AUG",2001,"Drought","Morrow","OR","WHEAT",64041.59
"28472","DEC",2001,"Drought","Morrow","OR","WHEAT",460695
"28473","FEB",2001,"Drought","Morrow","OR","WHEAT",10210
"28474","JAN",2001,"Drought","Morrow","OR","WHEAT",73227.91
"28475","JUL",2001,"Drought","Morrow","OR","WHEAT",75907
"28476","JUN",2001,"Drought","Morrow","OR","WHEAT",3696332.16
"28477","MAR",2001,"Drought","Morrow","OR","WHEAT",516508.3
"28478","MAY",2001,"Drought","Morrow","OR","WHEAT",2346369.94
"28479","NOV",2001,"Drought","Morrow","OR","WHEAT",297132.12
"28480","OCT",2001,"Drought","Morrow","OR","WHEAT",13070
"28481","SEP",2001,"Drought","Morrow","OR","WHEAT",36864
"28482","APR",2002,"Drought","Morrow","OR","WHEAT",515192
"28483","AUG",2002,"Drought","Morrow","OR","WHEAT",26536
"28484","DEC",2002,"Drought","Morrow","OR","WHEAT",1396392
"28485","FEB",2002,"Drought","Morrow","OR","WHEAT",38385.4
"28486","JUL",2002,"Drought","Morrow","OR","WHEAT",258860
"28487","JUN",2002,"Drought","Morrow","OR","WHEAT",11927345.85
"28488","MAR",2002,"Drought","Morrow","OR","WHEAT",95117
"28489","MAY",2002,"Drought","Morrow","OR","WHEAT",2838769.76
"28490","APR",2003,"Drought","Morrow","OR","WHEAT",92456.9
"28491","DEC",2003,"Drought","Morrow","OR","WHEAT",498739
"28492","FEB",2003,"Drought","Morrow","OR","WHEAT",1672340.77
"28493","JAN",2003,"Drought","Morrow","OR","WHEAT",11427
"28494","JUL",2003,"Drought","Morrow","OR","WHEAT",536783
"28495","JUN",2003,"Drought","Morrow","OR","WHEAT",146284.88
"28496","MAR",2003,"Drought","Morrow","OR","WHEAT",1114418.03
"28497","MAY",2003,"Drought","Morrow","OR","WHEAT",9726159.52
"28498","APR",2004,"Drought","Morrow","OR","WHEAT",10178.4
"28499","AUG",2004,"Drought","Morrow","OR","WHEAT",8456
"28500","FEB",2004,"Drought","Morrow","OR","WHEAT",348731.14
"28501","JAN",2004,"Drought","Morrow","OR","WHEAT",132704
"28502","JUL",2004,"Drought","Morrow","OR","WHEAT",131502
"28503","JUN",2004,"Drought","Morrow","OR","WHEAT",232182.8
"28504","MAR",2004,"Drought","Morrow","OR","WHEAT",14521.1
"28505","MAY",2004,"Drought","Morrow","OR","WHEAT",177084
"28506","SEP",2004,"Drought","Morrow","OR","WHEAT",8456
"28507","APR",2005,"Drought","Morrow","OR","WHEAT",37167
"28508","AUG",2005,"Drought","Morrow","OR","WHEAT",1218.4
"28509","DEC",2005,"Drought","Morrow","OR","WHEAT",11573
"28510","FEB",2005,"Drought","Morrow","OR","WHEAT",1016973.74
"28511","JAN",2005,"Drought","Morrow","OR","WHEAT",165774.8
"28512","JUL",2005,"Drought","Morrow","OR","WHEAT",237743.84
"28513","JUN",2005,"Drought","Morrow","OR","WHEAT",67479
"28514","MAR",2005,"Drought","Morrow","OR","WHEAT",344781.24
"28515","MAY",2005,"Drought","Morrow","OR","WHEAT",864434.42
"28516","SEP",2005,"Drought","Morrow","OR","WHEAT",17473
"28517","AUG",2006,"Drought","Morrow","OR","WHEAT",6858.5
"28518","DEC",2006,"Drought","Morrow","OR","WHEAT",21240.92
"28519","FEB",2006,"Drought","Morrow","OR","WHEAT",148603.35
"28520","JAN",2006,"Drought","Morrow","OR","WHEAT",125484.49
"28521","JUL",2006,"Drought","Morrow","OR","WHEAT",6858.5
"28522","JUN",2006,"Drought","Morrow","OR","WHEAT",37912
"28523","MAR",2006,"Drought","Morrow","OR","WHEAT",32867.2
"28524","MAY",2006,"Drought","Morrow","OR","WHEAT",105919
"28525","NOV",2006,"Drought","Morrow","OR","WHEAT",19174.85
"28526","JUL",2007,"Drought","Morrow","OR","WHEAT",74443.5
"28527","JUN",2007,"Drought","Morrow","OR","WHEAT",129039.3
"28528","MAY",2007,"Drought","Morrow","OR","WHEAT",1354303.1
"28529","APR",2008,"Drought","Morrow","OR","WHEAT",210108.1
"28530","AUG",2008,"Drought","Morrow","OR","WHEAT",6334
"28531","FEB",2008,"Drought","Morrow","OR","WHEAT",7221
"28532","JUL",2008,"Drought","Morrow","OR","WHEAT",25051
"28533","JUN",2008,"Drought","Morrow","OR","WHEAT",1181393.5
"28534","MAR",2008,"Drought","Morrow","OR","WHEAT",317870.2
"28535","MAY",2008,"Drought","Morrow","OR","WHEAT",4950587.3
"28536","OCT",2008,"Drought","Morrow","OR","WHEAT",41051.43
"28537","APR",2009,"Drought","Morrow","OR","WHEAT",790872
"28538","DEC",2009,"Drought","Morrow","OR","WHEAT",324602
"28539","FEB",2009,"Drought","Morrow","OR","WHEAT",523395.16
"28540","JAN",2009,"Drought","Morrow","OR","WHEAT",228392
"28541","JUL",2009,"Drought","Morrow","OR","WHEAT",882918.8
"28542","JUN",2009,"Drought","Morrow","OR","WHEAT",1499936.1
"28543","MAR",2009,"Drought","Morrow","OR","WHEAT",642004
"28544","MAY",2009,"Drought","Morrow","OR","WHEAT",9496422.31
"28545","APR",2010,"Drought","Morrow","OR","WHEAT",20759
"28546","MAR",2010,"Drought","Morrow","OR","WHEAT",10850.4
"28547","NOV",2010,"Drought","Morrow","OR","WHEAT",49470
"28548","OCT",2010,"Drought","Morrow","OR","WHEAT",58439
"28549","SEP",2010,"Drought","Morrow","OR","WHEAT",910.2
"28550","APR",2012,"Drought","Morrow","OR","WHEAT",33222.99
"28551","AUG",2012,"Drought","Morrow","OR","WHEAT",10359
"28552","DEC",2012,"Drought","Morrow","OR","WHEAT",24193.5
"28553","JUN",2012,"Drought","Morrow","OR","WHEAT",170606.62
"28554","MAR",2012,"Drought","Morrow","OR","WHEAT",56252
"28555","NOV",2012,"Drought","Morrow","OR","WHEAT",24193.5
"28556","APR",2013,"Drought","Morrow","OR","WHEAT",2468535.34
"28557","AUG",2013,"Drought","Morrow","OR","WHEAT",37992
"28558","DEC",2013,"Drought","Morrow","OR","WHEAT",33675
"28559","FEB",2013,"Drought","Morrow","OR","WHEAT",257422.8
"28560","JAN",2013,"Drought","Morrow","OR","WHEAT",97997.95
"28561","JUL",2013,"Drought","Morrow","OR","WHEAT",36981.2
"28562","JUN",2013,"Drought","Morrow","OR","WHEAT",307243.5
"28563","MAY",2013,"Drought","Morrow","OR","WHEAT",597769.81
"28564","NOV",2013,"Drought","Morrow","OR","WHEAT",26136.5
"28565","OCT",2013,"Drought","Morrow","OR","WHEAT",15681.9
"28566","APR",2014,"Drought","Morrow","OR","WHEAT",562575.46
"28567","DEC",2014,"Drought","Morrow","OR","WHEAT",19665.7
"28568","JAN",2014,"Drought","Morrow","OR","WHEAT",12966.45
"28569","JUL",2014,"Drought","Morrow","OR","WHEAT",1215666.33
"28570","JUN",2014,"Drought","Morrow","OR","WHEAT",1190088.86
"28571","MAY",2014,"Drought","Morrow","OR","WHEAT",3179449.43
"28572","NOV",2014,"Drought","Morrow","OR","WHEAT",4766.18
"28573","APR",2015,"Drought","Morrow","OR","WHEAT",1818792.75
"28574","DEC",2015,"Drought","Morrow","OR","WHEAT",20223.4
"28575","JAN",2015,"Drought","Morrow","OR","WHEAT",78156.6
"28576","JUN",2015,"Drought","Morrow","OR","WHEAT",1292133.75
"28577","MAR",2015,"Drought","Morrow","OR","WHEAT",198429.91
"28578","MAY",2015,"Drought","Morrow","OR","WHEAT",3318903.87
"28579","NOV",2015,"Drought","Morrow","OR","WHEAT",77852
"28580","SEP",2015,"Drought","Morrow","OR","WHEAT",19463
"28581","MAY",1992,"Excess Moisture/Precip/Rain","Morrow","OR","WHEAT",1817
"28582","DEC",1995,"Excess Moisture/Precip/Rain","Morrow","OR","WHEAT",6276
"28583","APR",1996,"Excess Moisture/Precip/Rain","Morrow","OR","WHEAT",236
"28584","MAR",1996,"Excess Moisture/Precip/Rain","Morrow","OR","WHEAT",586
"28585","DEC",1997,"Excess Moisture/Precip/Rain","Morrow","OR","WHEAT",14238
"28586","MAR",1999,"Excess Moisture/Precip/Rain","Morrow","OR","WHEAT",627
"28587","MAY",1999,"Excess Moisture/Precip/Rain","Morrow","OR","WHEAT",25474
"28588","JUN",2004,"Excess Moisture/Precip/Rain","Morrow","OR","WHEAT",12013.6
"28589","JAN",2006,"Excess Moisture/Precip/Rain","Morrow","OR","WHEAT",2533
"28590","MAY",2007,"Excess Moisture/Precip/Rain","Morrow","OR","WHEAT",1262
"28591","APR",2011,"Excess Moisture/Precip/Rain","Morrow","OR","WHEAT",38568
"28592","OCT",1989,"Failure Irrig Supply","Morrow","OR","WHEAT",3635
"28593","MAY",2003,"Failure Irrig Supply","Morrow","OR","WHEAT",3084
"28594","JUN",2005,"Failure Irrig Supply","Morrow","OR","WHEAT",3553
"28595","MAY",1992,"Fire","Morrow","OR","WHEAT",15818
"28596","AUG",1998,"Fire","Morrow","OR","WHEAT",106
"28597","JUL",1998,"Fire","Morrow","OR","WHEAT",657
"28598","JUL",2000,"Fire","Morrow","OR","WHEAT",472
"28599","FEB",2005,"Fire","Morrow","OR","WHEAT",97939
"28600","JUL",2014,"Fire","Morrow","OR","WHEAT",20169.38
"28601","DEC",2008,"Flood","Morrow","OR","WHEAT",22382
"28602","FEB",1989,"Freeze","Morrow","OR","WHEAT",37913
"28603","OCT",1989,"Freeze","Morrow","OR","WHEAT",15054
"28604","AUG",1991,"Freeze","Morrow","OR","WHEAT",6601
"28605","DEC",1991,"Freeze","Morrow","OR","WHEAT",67308
"28606","DEC",1995,"Freeze","Morrow","OR","WHEAT",4184
"28607","DEC",1999,"Freeze","Morrow","OR","WHEAT",969636
"28608","JUN",1999,"Freeze","Morrow","OR","WHEAT",14287
"28609","APR",2002,"Freeze","Morrow","OR","WHEAT",46301
"28610","JAN",2004,"Freeze","Morrow","OR","WHEAT",123160.2
"28611","FEB",2005,"Freeze","Morrow","OR","WHEAT",14702
"28612","MAY",2006,"Freeze","Morrow","OR","WHEAT",12553.72
"28613","FEB",2007,"Freeze","Morrow","OR","WHEAT",3360
"28614","FEB",2009,"Freeze","Morrow","OR","WHEAT",15451
"28615","JAN",2009,"Freeze","Morrow","OR","WHEAT",5533
"28616","MAR",2009,"Freeze","Morrow","OR","WHEAT",6299.44
"28617","DEC",2010,"Freeze","Morrow","OR","WHEAT",67429
"28618","APR",2011,"Freeze","Morrow","OR","WHEAT",2847
"28619","MAY",2011,"Freeze","Morrow","OR","WHEAT",1898
"28620","NOV",2011,"Freeze","Morrow","OR","WHEAT",12222
"28621","APR",2012,"Freeze","Morrow","OR","WHEAT",242150.39
"28622","APR",2013,"Freeze","Morrow","OR","WHEAT",259778.26
"28623","MAY",2013,"Freeze","Morrow","OR","WHEAT",700732
"28624","DEC",2014,"Freeze","Morrow","OR","WHEAT",382437.15
"28625","FEB",2014,"Freeze","Morrow","OR","WHEAT",6980.8
"28626","JAN",2014,"Freeze","Morrow","OR","WHEAT",38753.74
"28627","NOV",2014,"Freeze","Morrow","OR","WHEAT",3741.02
"28628","DEC",2015,"Freeze","Morrow","OR","WHEAT",91600
"28629","NOV",2015,"Freeze","Morrow","OR","WHEAT",5395
"28630","JUL",1991,"Frost","Morrow","OR","WHEAT",533
"28631","DEC",1995,"Frost","Morrow","OR","WHEAT",925
"28632","JUN",1996,"Frost","Morrow","OR","WHEAT",1232
"28633","JUN",2001,"Frost","Morrow","OR","WHEAT",2715
"28634","APR",2002,"Frost","Morrow","OR","WHEAT",1001.6
"28635","MAY",2002,"Frost","Morrow","OR","WHEAT",5001.4
"28636","DEC",2004,"Frost","Morrow","OR","WHEAT",2046
"28637","FEB",2005,"Frost","Morrow","OR","WHEAT",15273.75
"28638","JUL",2005,"Frost","Morrow","OR","WHEAT",10623.75
"28639","FEB",2006,"Frost","Morrow","OR","WHEAT",1148
"28640","MAY",2006,"Frost","Morrow","OR","WHEAT",36015
"28641","APR",2008,"Frost","Morrow","OR","WHEAT",6457.5
"28642","MAY",2008,"Frost","Morrow","OR","WHEAT",32690.8
"28643","JUL",2010,"Frost","Morrow","OR","WHEAT",3869.5
"28644","APR",2011,"Frost","Morrow","OR","WHEAT",3934.4
"28645","APR",2012,"Frost","Morrow","OR","WHEAT",24739.92
"28646","MAY",2012,"Frost","Morrow","OR","WHEAT",6574.08
"28647","APR",2013,"Frost","Morrow","OR","WHEAT",3452956.5
